cod_muni;municipio;cod_depto;departamento;provincia;rc_total;rc_externa;rmbc;muni_conmutados;terri_funcional;muni_priori178;muni_muestra178
47675;Salamina;47;Magdalena;Rio;0;0;0;0;Ninguno;Ninguno;0
47692;San Sebastian De Buenavista;47;Magdalena;Sur;0;0;0;0;Ninguno;Ninguno;0
47703;San Zenon;47;Magdalena;Sur;0;0;0;0;Ninguno;Ninguno;0
47707;Santa Ana;47;Magdalena;Sur;0;0;0;0;Ninguno;Ninguno;0
47720;Santa Barbara De Pinto;47;Magdalena;Sur;0;0;0;0;Ninguno;Ninguno;0
47745;Sitionuevo;47;Magdalena;Rio;0;0;0;0;Ninguno;Ninguno;0
47798;Tenerife;47;Magdalena;Centro;0;0;0;0;Ninguno;Ninguno;0
47960;Zapayan;47;Magdalena;Rio;0;0;0;0;Ninguno;Ninguno;0
47980;Zona Bananera;47;Magdalena;Norte;0;0;0;0;Ninguno;Ninguno;0
50001;Villavicencio;50;Meta;Capital;1;1;0;0;Ninguno;Oferta;1
50006;Acacías;50;Meta;Piedemonte;1;1;0;0;Ninguno;Ninguno;0
50110;Barranca De Upía;50;Meta;Piedemonte;1;1;0;0;Ninguno;Ninguno;0
50124;Cabuyaro;50;Meta;Rio Meta;1;1;0;0;Ninguno;Ninguno;0
50150;Castilla La Nueva;50;Meta;Piedemonte;1;1;0;0;Ninguno;Ninguno;0
50223;Cubarral;50;Meta;Piedemonte;1;1;0;0;Ninguno;Ninguno;0
50226;Cumaral;50;Meta;Piedemonte;1;1;0;0;Ninguno;Ninguno;0
50245;El Calvario;50;Meta;Piedemonte;1;1;0;0;Ninguno;Ninguno;0
50251;El Castillo;50;Meta;Ariari;1;1;0;0;Ninguno;Oferta;0
50270;El Dorado;50;Meta;Ariari;1;1;0;0;Ninguno;Ninguno;0
50287;Fuente De Oro;50;Meta;Ariari;1;1;0;0;Ninguno;Oferta;0
50313;Granada;50;Meta;Ariari;1;1;0;0;Ninguno;Oferta;1
50318;Guamal;50;Meta;Piedemonte;1;1;0;0;Ninguno;Ninguno;0
50325;Mapiripán;50;Meta;Ariari;1;1;0;0;Ninguno;Ninguno;0
50330;Mesetas;50;Meta;Ariari;1;1;0;0;Ninguno;Ninguno;0
50350;La Macarena;50;Meta;Ariari;1;1;0;0;Ninguno;Ninguno;0
50370;Uribe;50;Meta;Ariari;1;1;0;0;Ninguno;Ninguno;0
50400;Lejanías;50;Meta;Ariari;1;1;0;0;Ninguno;Oferta;0
50450;Puerto Concordia;50;Meta;Ariari;1;1;0;0;Ninguno;Ninguno;0
50568;Puerto Gaitán;50;Meta;Rio Meta;1;1;0;0;Ninguno;Oferta;1
50573;Puerto López;50;Meta;Rio Meta;1;1;0;0;Ninguno;Oferta;0
50577;Puerto Lleras;50;Meta;Ariari;1;1;0;0;Ninguno;Ninguno;0
50590;Puerto Rico;50;Meta;Ariari;1;1;0;0;Ninguno;Oferta;0
50606;Restrepo;50;Meta;Piedemonte;1;1;0;0;Ninguno;Ninguno;0
50680;San Carlos De Guaroa;50;Meta;Piedemonte;1;1;0;0;Ninguno;Ninguno;0
50683;San Juan De Arama;50;Meta;Ariari;1;1;0;0;Ninguno;Ninguno;0
50686;San Juanito;50;Meta;Piedemonte;1;1;0;0;Ninguno;Ninguno;0
50689;San Martín;50;Meta;Piedemonte;1;1;0;0;Ninguno;Oferta;0
50711;Vistahermosa;50;Meta;Ariari;1;1;0;0;Ninguno;Ninguno;0
52001;Pasto;52;Nariño;Centro;0;0;0;0;Ninguno;Ninguno;0
52019;Alban;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52022;Aldana;52;Nariño;Sur;0;0;0;0;Ninguno;Ninguno;0
52036;Ancuya;52;Nariño;Centro Occidente;0;0;0;0;Ninguno;Ninguno;0
52051;Arboleda;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52079;Barbacoas;52;Nariño;Costa;0;0;0;0;Ninguno;Ninguno;0
52083;Belen;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52110;Buesaco;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52203;Colon;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52207;Consaca;52;Nariño;Centro;0;0;0;0;Ninguno;Ninguno;0
52210;Contadero;52;Nariño;Sur;0;0;0;0;Ninguno;Ninguno;0
52215;Córdoba;52;Nariño;Sur;0;0;0;0;Ninguno;Ninguno;0
52224;Cuaspud;52;Nariño;Sur;0;0;0;0;Ninguno;Ninguno;0
52227;Cumbal;52;Nariño;Sur;0;0;0;0;Ninguno;Ninguno;0
52233;Cumbitara;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52240;Chachagui;52;Nariño;Centro;0;0;0;0;Ninguno;Ninguno;0
52250;El Charco;52;Nariño;Costa;0;0;0;0;Ninguno;Ninguno;0
52254;El Peñol;52;Nariño;Centro;0;0;0;0;Ninguno;Ninguno;0
52256;El Rosario;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52258;El Tablon De Gomez;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52260;El Tambo;52;Nariño;Centro;0;0;0;0;Ninguno;Ninguno;0
52287;Funes;52;Nariño;Sur;0;0;0;0;Ninguno;Ninguno;0
52317;Guachucal;52;Nariño;Sur;0;0;0;0;Ninguno;Ninguno;0
52320;Guaitarilla;52;Nariño;Centro Occidente;0;0;0;0;Ninguno;Ninguno;0
52323;Gualmatan;52;Nariño;Sur;0;0;0;0;Ninguno;Ninguno;0
52352;Iles;52;Nariño;Sur;0;0;0;0;Ninguno;Ninguno;0
52354;Imues;52;Nariño;Sur;0;0;0;0;Ninguno;Ninguno;0
52356;Ipiales;52;Nariño;Sur;0;0;0;0;Ninguno;Ninguno;0
52378;La Cruz;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52381;La Florida;52;Nariño;Centro;0;0;0;0;Ninguno;Ninguno;0
52385;La Llanada;52;Nariño;Centro Occidente;0;0;0;0;Ninguno;Ninguno;0
52390;La Tola;52;Nariño;Costa;0;0;0;0;Ninguno;Ninguno;0
52399;La Union;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52405;Leiva;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52411;Linares;52;Nariño;Centro Occidente;0;0;0;0;Ninguno;Ninguno;0
52418;Los Andes;52;Nariño;Centro Occidente;0;0;0;0;Ninguno;Ninguno;0
52427;Magui;52;Nariño;Costa;0;0;0;0;Ninguno;Ninguno;0
52435;Mallama;52;Nariño;Centro Occidente;0;0;0;0;Ninguno;Ninguno;0
52473;Mosquera;52;Nariño;Costa;0;0;0;0;Ninguno;Ninguno;0
52480;Nariño;52;Nariño;Centro;0;0;0;0;Ninguno;Ninguno;0
52490;Olaya Herrera;52;Nariño;Costa;0;0;0;0;Ninguno;Ninguno;0
52506;Ospina;52;Nariño;Centro Occidente;0;0;0;0;Ninguno;Ninguno;0
52520;Francisco Pizarro;52;Nariño;Costa;0;0;0;0;Ninguno;Ninguno;0
52540;Policarpa;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52560;Potosí;52;Nariño;Sur;0;0;0;0;Ninguno;Ninguno;0
52565;Providencia;52;Nariño;Centro Occidente;0;0;0;0;Ninguno;Ninguno;0
52573;Puerres;52;Nariño;Sur;0;0;0;0;Ninguno;Ninguno;0
52585;Pupiales;52;Nariño;Sur;0;0;0;0;Ninguno;Ninguno;0
52612;Ricaurte;52;Nariño;Centro Occidente;0;0;0;0;Ninguno;Ninguno;0
52621;Roberto Payan;52;Nariño;Costa;0;0;0;0;Ninguno;Ninguno;0
52678;Samaniego;52;Nariño;Centro Occidente;0;0;0;0;Ninguno;Ninguno;0
52683;Sandoná;52;Nariño;Centro;0;0;0;0;Ninguno;Ninguno;0
52685;San Bernardo;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52687;San Lorenzo;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52693;San Pablo;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52694;San Pedro De Cartago;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52696;Santa Barbara;52;Nariño;Costa;0;0;0;0;Ninguno;Ninguno;0
52699;Santa Cruz;52;Nariño;Centro Occidente;0;0;0;0;Ninguno;Ninguno;0
52720;Sapuyes;52;Nariño;Centro Occidente;0;0;0;0;Ninguno;Ninguno;0
52786;Taminango;52;Nariño;Norte;0;0;0;0;Ninguno;Ninguno;0
52788;Tangua;52;Nariño;Centro;0;0;0;0;Ninguno;Ninguno;0
52835;Tumaco;52;Nariño;Costa;0;0;0;0;Ninguno;Ninguno;0
52838;Tuquerres;52;Nariño;Centro Occidente;0;0;0;0;Ninguno;Ninguno;0
52885;Yacuanquer;52;Nariño;Centro;0;0;0;0;Ninguno;Ninguno;0
54001;Cúcuta;54;Norte De Santander;Oriental;0;0;0;0;Ninguno;Ninguno;0
54003;Abrego;54;Norte De Santander;Occidente;0;0;0;0;Ninguno;Ninguno;0
54051;Arboledas;54;Norte De Santander;Centro;0;0;0;0;Ninguno;Ninguno;0
54099;Bochalema;54;Norte De Santander;Sur Oriente;0;0;0;0;Ninguno;Ninguno;0
54109;Bucarasica;54;Norte De Santander;Norte;0;0;0;0;Ninguno;Ninguno;0
54125;Cácota;54;Norte De Santander;Sur Occidente;0;0;0;0;Ninguno;Ninguno;0
54128;Cachirá;54;Norte De Santander;Occidente;0;0;0;0;Ninguno;Ninguno;0
54172;Chinácota;54;Norte De Santander;Sur Oriente;0;0;0;0;Ninguno;Ninguno;0
54174;Chitagá;54;Norte De Santander;Sur Occidente;0;0;0;0;Ninguno;Ninguno;0
54206;Convención;54;Norte De Santander;Occidente;0;0;0;0;Ninguno;Ninguno;0
54223;Cucutilla;54;Norte De Santander;Centro;0;0;0;0;Ninguno;Ninguno;0
54239;Durania;54;Norte De Santander;Sur Oriente;0;0;0;0;Ninguno;Ninguno;0
54245;El Carmen;54;Norte De Santander;Occidente;0;0;0;0;Ninguno;Ninguno;0
54250;El Tarra;54;Norte De Santander;Norte;0;0;0;0;Ninguno;Ninguno;0
54261;El Zulia;54;Norte De Santander;Oriental;0;0;0;0;Ninguno;Ninguno;0
54313;Gramalote;54;Norte De Santander;Centro;0;0;0;0;Ninguno;Ninguno;0
54344;Hacarí;54;Norte De Santander;Occidente;0;0;0;0;Ninguno;Ninguno;0
54347;Herrán;54;Norte De Santander;Sur Oriente;0;0;0;0;Ninguno;Ninguno;0
54377;Labateca;54;Norte De Santander;Sur Oriente;0;0;0;0;Ninguno;Ninguno;0
54385;La Esperanza;54;Norte De Santander;Occidente;0;0;0;0;Ninguno;Ninguno;0
54398;La Playa;54;Norte De Santander;Occidente;0;0;0;0;Ninguno;Ninguno;0
54405;Los Patios;54;Norte De Santander;Oriental;0;0;0;0;Ninguno;Ninguno;0
54418;Lourdes;54;Norte De Santander;Centro;0;0;0;0;Ninguno;Ninguno;0
54480;Mutiscua;54;Norte De Santander;Sur Occidente;0;0;0;0;Ninguno;Ninguno;0
54498;Ocaña;54;Norte De Santander;Occidente;0;0;0;0;Ninguno;Ninguno;0
54518;Pamplona;54;Norte De Santander;Sur Occidente;0;0;0;0;Ninguno;Ninguno;0
54520;Pamplonita;54;Norte De Santander;Sur Occidente;0;0;0;0;Ninguno;Ninguno;0
54553;Puerto Santander;54;Norte De Santander;Oriental;0;0;0;0;Ninguno;Ninguno;0
54599;Ragonvalia;54;Norte De Santander;Sur Oriente;0;0;0;0;Ninguno;Ninguno;0
54660;Salazar;54;Norte De Santander;Centro;0;0;0;0;Ninguno;Ninguno;0
54670;San Calixto;54;Norte De Santander;Occidente;0;0;0;0;Ninguno;Ninguno;0
54673;San Cayetano;54;Norte De Santander;Oriental;0;0;0;0;Ninguno;Ninguno;0
54680;Santiago;54;Norte De Santander;Centro;0;0;0;0;Ninguno;Ninguno;0
54720;Sardinata;54;Norte De Santander;Norte;0;0;0;0;Ninguno;Ninguno;0
54743;Silos;54;Norte De Santander;Sur Occidente;0;0;0;0;Ninguno;Ninguno;0
54800;Teorama;54;Norte De Santander;Occidente;0;0;0;0;Ninguno;Ninguno;0
54810;Tibú;54;Norte De Santander;Norte;0;0;0;0;Ninguno;Ninguno;0
54820;Toledo;54;Norte De Santander;Sur Oriente;0;0;0;0;Ninguno;Ninguno;0
54871;Villa Caro;54;Norte De Santander;Centro;0;0;0;0;Ninguno;Ninguno;0
54874;Villa Del Rosario;54;Norte De Santander;Oriental;0;0;0;0;Ninguno;Ninguno;0
63001;Armenia;63;Quindio;Capital;0;0;0;0;Ninguno;Ninguno;0
63111;Buenavista;63;Quindio;Capital;0;0;0;0;Ninguno;Ninguno;0
63130;Calarca;63;Quindio;Capital;0;0;0;0;Ninguno;Ninguno;0
63190;Circasia;63;Quindio;Norte;0;0;0;0;Ninguno;Ninguno;0
63212;Cordoba;63;Quindio;Cordilleranos;0;0;0;0;Ninguno;Ninguno;0
63272;Filandia;63;Quindio;Fria;0;0;0;0;Ninguno;Ninguno;0
63302;Genova;63;Quindio;Cordilleranos;0;0;0;0;Ninguno;Ninguno;0
63401;La Tebaida;63;Quindio;Valle;0;0;0;0;Ninguno;Ninguno;0
63470;Montengro;63;Quindio;Valle;0;0;0;0;Ninguno;Ninguno;0
63548;Pijao;63;Quindio;Cordilleranos;0;0;0;0;Ninguno;Ninguno;0
63594;Quimbaya;63;Quindio;Valle;0;0;0;0;Ninguno;Ninguno;0
63690;Salento;63;Quindio;Fria;0;0;0;0;Ninguno;Ninguno;0
66001;Pereira;66;Risaralda;Uno - Vertiente Oriental;0;0;0;0;Ninguno;Ninguno;0
66045;Apía;66;Risaralda;Dos - Vertiente Occidental;0;0;0;0;Ninguno;Ninguno;0
66075;Balboa;66;Risaralda;Dos - Vertiente Occidental;0;0;0;0;Ninguno;Ninguno;0
66088;Belén De Umbría;66;Risaralda;Dos - Vertiente Occidental;0;0;0;0;Ninguno;Ninguno;0
66170;Dosquebradas;66;Risaralda;Uno - Vertiente Oriental;0;0;0;0;Ninguno;Ninguno;0
66318;Guática;66;Risaralda;Dos - Vertiente Occidental;0;0;0;0;Ninguno;Ninguno;0
66383;La Celia;66;Risaralda;Dos - Vertiente Occidental;0;0;0;0;Ninguno;Ninguno;0
66400;La Virginia;66;Risaralda;Uno - Vertiente Oriental;0;0;0;0;Ninguno;Ninguno;0
66440;Marsella;66;Risaralda;Uno - Vertiente Oriental;0;0;0;0;Ninguno;Ninguno;0
66456;Mistrató;66;Risaralda;Tres - Vertiente Del Pacifico;0;0;0;0;Ninguno;Ninguno;0
66572;Pueblo Rico;66;Risaralda;Tres - Vertiente Del Pacifico;0;0;0;0;Ninguno;Ninguno;0
66594;Quinchia;66;Risaralda;Dos - Vertiente Occidental;0;0;0;0;Ninguno;Ninguno;0
66682;Santa Rosa De Cabal;66;Risaralda;Uno - Vertiente Oriental;0;0;0;0;Ninguno;Ninguno;0
66687;Santuario;66;Risaralda;Dos - Vertiente Occidental;0;0;0;0;Ninguno;Ninguno;0
68001;Bucaramanga;68;Santander;Soto;0;0;0;0;Ninguno;Ninguno;0
68013;Aguada;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68020;Albania;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68051;Aratoca;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68077;Barbosa;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68079;Barichara;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68081;Barrancabermeja;68;Santander;Mares;0;0;0;0;Ninguno;Ninguno;0
68092;Betulia;68;Santander;Mares;0;0;0;0;Ninguno;Ninguno;0
68101;Bolívar;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68121;Cabrera;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68132;California;68;Santander;Soto;0;0;0;0;Ninguno;Ninguno;0
68147;Capitanejo;68;Santander;Garcia Rovira;0;0;0;0;Ninguno;Ninguno;0
68152;Carcasí;68;Santander;Garcia Rovira;0;0;0;0;Ninguno;Ninguno;0
68160;Cepitá;68;Santander;Garcia Rovira;0;0;0;0;Ninguno;Ninguno;0
68162;Cerrito;68;Santander;Garcia Rovira;0;0;0;0;Ninguno;Ninguno;0
68167;Charalá;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68169;Charta;68;Santander;Soto;0;0;0;0;Ninguno;Ninguno;0
68176;Chima;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68179;Chipatá;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68190;Cimitarra;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68207;Concepción;68;Santander;Garcia Rovira;0;0;0;0;Ninguno;Ninguno;0
68209;Confines;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68211;Contratación;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68217;Coromoro;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68229;Curití;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68235;El Carmen De Chucurí;68;Santander;Mares;0;0;0;0;Ninguno;Ninguno;0
68245;El Guacamayo;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68250;El Peñón;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68255;El Playón;68;Santander;Soto;0;0;0;0;Ninguno;Ninguno;0
68264;Encino;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68266;Enciso;68;Santander;Garcia Rovira;0;0;0;0;Ninguno;Ninguno;0
68271;Florián;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68276;Floridablanca;68;Santander;Soto;0;0;0;0;Ninguno;Ninguno;0
68296;Galán;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68298;Gambita;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68307;Girón;68;Santander;Soto;0;0;0;0;Ninguno;Ninguno;0
68318;Guaca;68;Santander;Garcia Rovira;0;0;0;0;Ninguno;Ninguno;0
68320;Guadalupe;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68322;Guapotá;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68324;Guavatá;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68327;Guepsa;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68344;Hato;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68368;Jesús María;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68370;Jordán;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68377;La Belleza;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68385;Landázuri;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68397;La Paz;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68406;Lebríja;68;Santander;Soto;0;0;0;0;Ninguno;Ninguno;0
68418;Los Santos;68;Santander;Soto;0;0;0;0;Ninguno;Ninguno;0
68425;Macaravita;68;Santander;Garcia Rovira;0;0;0;0;Ninguno;Ninguno;0
68432;Málaga;68;Santander;Garcia Rovira;0;0;0;0;Ninguno;Ninguno;0
68444;Matanza;68;Santander;Soto;0;0;0;0;Ninguno;Ninguno;0
68464;Mogotes;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68468;Molagavita;68;Santander;Garcia Rovira;0;0;0;0;Ninguno;Ninguno;0
68498;Ocamonte;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68500;Oiba;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68502;Onzaga;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68522;Palmar;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68524;Palmas Del Socorro;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68533;Páramo;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68547;Piedecuesta;68;Santander;Soto;0;0;0;0;Ninguno;Ninguno;0
68549;Pinchote;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68572;Puente Nacional;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68573;Puerto Parra;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68575;Puerto Wilches;68;Santander;Mares;0;0;0;0;Ninguno;Ninguno;0
68615;Rionegro;68;Santander;Soto;0;0;0;0;Ninguno;Ninguno;0
68655;Sabana De Torres;68;Santander;Mares;0;0;0;0;Ninguno;Ninguno;0
68669;San Andrés;68;Santander;Garcia Rovira;0;0;0;0;Ninguno;Ninguno;0
68673;San Benito;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68679;San Gil;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68682;San Joaquín;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68684;San José De Miranda;68;Santander;Garcia Rovira;0;0;0;0;Ninguno;Ninguno;0
68686;San Miguel;68;Santander;Garcia Rovira;0;0;0;0;Ninguno;Ninguno;0
68689;San Vicente De Chucurí;68;Santander;Mares;0;0;0;0;Ninguno;Ninguno;0
68705;Santa Bárbara;68;Santander;Soto;0;0;0;0;Ninguno;Ninguno;0
68720;Santa Helena Del Opón;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68745;Simacota;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68755;Socorro;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68770;Suaita;68;Santander;Comunera;0;0;0;0;Ninguno;Ninguno;0
68773;Sucre;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68780;Surata;68;Santander;Soto;0;0;0;0;Ninguno;Ninguno;0
68820;Tona;68;Santander;Soto;0;0;0;0;Ninguno;Ninguno;0
68855;Valle De San José;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68861;Vélez;68;Santander;Velez;0;0;0;0;Ninguno;Ninguno;0
68867;Vetas;68;Santander;Soto;0;0;0;0;Ninguno;Ninguno;0
68872;Villanueva;68;Santander;Guanenta;0;0;0;0;Ninguno;Ninguno;0
68895;Zapatoca;68;Santander;Mares;0;0;0;0;Ninguno;Ninguno;0
70001;Sincelejo;70;Sucre;Montes De Maria;0;0;0;0;Ninguno;Ninguno;0
70110;Buenavista;70;Sucre;Sabanas;0;0;0;0;Ninguno;Ninguno;0
70124;Caimito;70;Sucre;San Jorge;0;0;0;0;Ninguno;Ninguno;0
70204;Coloso;70;Sucre;Montes De Maria;0;0;0;0;Ninguno;Ninguno;0
70215;Corozal;70;Sucre;Sabanas;0;0;0;0;Ninguno;Ninguno;0
70221;Coveñas;70;Sucre;Morrosquillo;0;0;0;0;Ninguno;Ninguno;0
70230;Chalán;70;Sucre;Montes De Maria;0;0;0;0;Ninguno;Ninguno;0
70233;El Roble;70;Sucre;Sabanas;0;0;0;0;Ninguno;Ninguno;0
70235;Galeras;70;Sucre;Sabanas;0;0;0;0;Ninguno;Ninguno;0
70265;Guaranda;70;Sucre;Mojana;0;0;0;0;Ninguno;Ninguno;0
70400;La Unión;70;Sucre;San Jorge;0;0;0;0;Ninguno;Ninguno;0
70418;Los Palmitos;70;Sucre;Sabanas;0;0;0;0;Ninguno;Ninguno;0
70429;Majagual;70;Sucre;Mojana;0;0;0;0;Ninguno;Ninguno;0
70473;Morroa;70;Sucre;Montes De Maria;0;0;0;0;Ninguno;Ninguno;0
70508;Ovejas;70;Sucre;Montes De Maria;0;0;0;0;Ninguno;Ninguno;0
70523;Palmito;70;Sucre;Morrosquillo;0;0;0;0;Ninguno;Ninguno;0
70670;Sampués;70;Sucre;Sabanas;0;0;0;0;Ninguno;Ninguno;0
70678;San Benito Abad;70;Sucre;San Jorge;0;0;0;0;Ninguno;Ninguno;0
70702;San Juan Betulia;70;Sucre;Sabanas;0;0;0;0;Ninguno;Ninguno;0
70708;San Marcos;70;Sucre;San Jorge;0;0;0;0;Ninguno;Ninguno;0
70713;San Onofre;70;Sucre;Morrosquillo;0;0;0;0;Ninguno;Ninguno;0
70717;San Pedro;70;Sucre;Sabanas;0;0;0;0;Ninguno;Ninguno;0
70742;Sincé;70;Sucre;Sabanas;0;0;0;0;Ninguno;Ninguno;0
70771;Sucre;70;Sucre;Mojana;0;0;0;0;Ninguno;Ninguno;0
70820;Santiago De Tolú;70;Sucre;Morrosquillo;0;0;0;0;Ninguno;Ninguno;0
70823;Tolú Viejo;70;Sucre;Morrosquillo;0;0;0;0;Ninguno;Ninguno;0
73001;Ibagué;73;Tolima;Ibague;1;1;0;0;Ninguno;Oferta;1
73024;Alpujarra;73;Tolima;Suroriente;1;1;0;0;Ninguno;Ninguno;0
73026;Alvarado;73;Tolima;Ibague;1;1;0;0;Ninguno;Ninguno;0
73030;Ambalema;73;Tolima;Norte;1;1;0;0;Ninguno;Ninguno;0
73043;Anzoátegui;73;Tolima;Ibague;1;1;0;0;Ninguno;Ninguno;0
73055;Armero;73;Tolima;Norte;1;1;0;0;Ninguno;Ninguno;0
73067;Ataco;73;Tolima;Sur;1;1;0;0;Ninguno;Ninguno;0
73124;Cajamarca;73;Tolima;Ibague;1;1;0;0;Ninguno;Oferta;0
73148;Carmen De Apicalá;73;Tolima;Oriente;1;1;0;0;Ninguno;Ninguno;0
73152;Casabianca;73;Tolima;Nevados;1;1;0;0;Ninguno;Ninguno;0
73168;Chaparral;73;Tolima;Sur;1;1;0;0;Ninguno;Ninguno;0
73200;Coello;73;Tolima;Ibague;1;1;0;0;Ninguno;Ninguno;0
73217;Coyaima;73;Tolima;Sur;1;1;0;0;Ninguno;Ninguno;0
73226;Cunday;73;Tolima;Oriente;1;1;0;0;Ninguno;Ninguno;0
73236;Dolores;73;Tolima;Suroriente;1;1;0;0;Ninguno;Ninguno;0
73268;Espinal;73;Tolima;Ibague;1;1;0;0;Ninguno;Oferta;1
73270;Falan;73;Tolima;Norte;1;1;0;0;Ninguno;Ninguno;0
73275;Flandes;73;Tolima;Ibague;1;1;0;0;Ninguno;Ninguno;0
73283;Fresno;73;Tolima;Norte;1;1;0;0;Ninguno;Ninguno;0
73319;Guamo;73;Tolima;Suroriente;1;1;0;0;Ninguno;Ninguno;0
73347;Herveo;73;Tolima;Nevados;1;1;0;0;Ninguno;Ninguno;0
73349;Honda;73;Tolima;Norte;1;1;0;0;Ninguno;Ninguno;0
73352;Icononzo;73;Tolima;Oriente;1;1;0;0;Ninguno;Ninguno;0
73408;Lérida;73;Tolima;Nevados;1;1;0;0;Ninguno;Ninguno;0
73411;Líbano;73;Tolima;Nevados;1;1;0;0;Ninguno;Ninguno;0
73443;Mariquita;73;Tolima;Norte;1;1;0;0;Ninguno;Oferta;1
73449;Melgar;73;Tolima;Oriente;1;1;0;0;Ninguno;Ninguno;0
73461;Murillo;73;Tolima;Nevados;1;1;0;0;Ninguno;Ninguno;0
73483;Natagaima;73;Tolima;Sur;1;1;0;0;Ninguno;Ninguno;0
73504;Ortega;73;Tolima;Sur;1;1;0;0;Ninguno;Ninguno;0
73520;Palocabildo;73;Tolima;Norte;1;1;0;0;Ninguno;Ninguno;0
73547;Piedras;73;Tolima;Ibague;1;1;0;0;Ninguno;Ninguno;0
73555;Planadas;73;Tolima;Sur;1;1;0;0;Ninguno;Ninguno;0
73563;Prado;73;Tolima;Suroriente;1;1;0;0;Ninguno;Ninguno;0
73585;Purificación;73;Tolima;Suroriente;1;1;0;0;Ninguno;Ninguno;0
73616;Rioblanco;73;Tolima;Sur;1;1;0;0;Ninguno;Ninguno;0
