cod_muni;cod_depto;depto_origen;muni_origen;lat;lon
19821;19;CAUCA;TORIBÍO;2.9554697;-76.2686889
19824;19;CAUCA;TOTORÓ;2.5109533;-76.4011501
19845;19;CAUCA;VILLA RICA;3.1765241;-76.4637676
20001;20;CESAR;VALLEDUPAR;10.3431115;-73.3757934
20011;20;CESAR;AGUACHICA;8.309416;-73.603699
20013;20;CESAR;AGUSTÍN CODAZZI;10.0374894;-73.2387011
20032;20;CESAR;ASTREA;9.4962322;-73.9756293
20045;20;CESAR;BECERRIL;9.7032785;-73.2786054
20060;20;CESAR;BOSCONIA;9.9284449;-73.8587145
20175;20;CESAR;CHIMICHAGUA;9.2576662;-73.8126883
20178;20;CESAR;CHIRIGUANÁ;9.3636401;-73.6016974
20228;20;CESAR;CURUMANÍ;9.1995316;-73.5440609
20238;20;CESAR;EL COPEY;10.1492075;-73.9611708
20250;20;CESAR;EL PASO;9.6589481;-73.7504695
20295;20;CESAR;GAMARRA;8.3201399;-73.714785
20310;20;CESAR;GONZÁLEZ;8.3912927;-73.3815389
20383;20;CESAR;LA GLORIA;8.6182682;-73.8013876
20400;20;CESAR;LA JAGUA DE IBIRICO;9.5613975;-73.3328147
20443;20;CESAR;MANAURE BALCÓN DEL CESAR;10.3910411;-73.0270699
20517;20;CESAR;PAILITAS;8.9589902;-73.6216938
20550;20;CESAR;PELAYA;8.6857187;-73.6690054
20570;20;CESAR;PUEBLO BELLO;10.4119057;-73.5909603
20614;20;CESAR;RÍO DE ORO;8.2924446;-73.385798
20621;20;CESAR;LA PAZ;10.3866045;-73.1710014
20710;20;CESAR;SAN ALBERTO;7.7611095;-73.3932831
20750;20;CESAR;SAN DIEGO;10.3326328;-73.1796691
20770;20;CESAR;SAN MARTÍN;8.0019296;-73.5121466
20787;20;CESAR;TAMALAMEQUE;8.8568265;-73.8157539
23001;23;CÓRDOBA;MONTERÍA;8.7509361;-75.8786806
23068;23;CÓRDOBA;AYAPEL;8.3116711;-75.1445022
23079;23;CÓRDOBA;BUENAVISTA;8.1902952;-75.4522068
23090;23;CÓRDOBA;CANALETE;8.7128498;-76.2520253
23162;23;CÓRDOBA;CERETÉ;8.8852282;-75.7922421
23168;23;CÓRDOBA;CHIMÁ;9.1496167;-75.629046
23182;23;CÓRDOBA;CHINÚ;9.1063553;-75.3989007
23189;23;CÓRDOBA;CIÉNAGA DE ORO;8.8746769;-75.6210036
23300;23;CÓRDOBA;COTORRA;9.0400712;-75.7863907
23350;23;CÓRDOBA;LA APARTADA;8.0484697;-75.333651
23417;23;CÓRDOBA;LORICA;9.2394583;-75.8139786
23419;23;CÓRDOBA;LOS CÓRDOBAS;8.8940761;-76.3552617
23464;23;CÓRDOBA;MOMIL;9.2377862;-75.6763936
23466;23;CÓRDOBA;MONTELÍBANO;7.9800534;-75.4167198
23500;23;CÓRDOBA;MOÑITOS;9.2460394;-76.1315965
23555;23;CÓRDOBA;PLANETA RICA;8.4076739;-75.5840456
23570;23;CÓRDOBA;PUEBLO NUEVO;8.5009416;-75.5080331
23574;23;CÓRDOBA;PUERTO ESCONDIDO;9.0142629;-76.2625983
23580;23;CÓRDOBA;PUERTO LIBERTADOR;7.6960931;-75.767573
23586;23;CÓRDOBA;PURÍSIMA DE LA CONCEPCIÓN;;
23660;23;CÓRDOBA;SAHAGÚN;8.9472964;-75.4434972
23670;23;CÓRDOBA;SAN ANDRÉS DE SOTAVENTO;9.1457678;-75.5090819
23672;23;CÓRDOBA;SAN ANTERO;9.373016;-75.7595056
23675;23;CÓRDOBA;SAN BERNARDO DEL VIENTO;9.3306611;-75.9945884
23678;23;CÓRDOBA;SAN CARLOS;8.7961712;-75.6996344
23682;23;CÓRDOBA;SAN JOSÉ DE URÉ;7.7869539;-75.5336319
23686;23;CÓRDOBA;SAN PELAYO;8.9920713;-75.9046272
23807;23;CÓRDOBA;TIERRALTA;8.171791;-76.0601328
23815;23;CÓRDOBA;TUCHÍN;9.1865401;-75.5551384
23855;23;CÓRDOBA;VALENCIA;8.1995857;-76.203091
25001;25;CUNDINAMARCA;AGUA DE DIOS;4.3794569;-74.6702859
25019;25;CUNDINAMARCA;ALBÁN;4.876533;-74.4360429
25035;25;CUNDINAMARCA;ANAPOIMA;4.5493011;-74.5359119
25040;25;CUNDINAMARCA;ANOLAIMA;4.7616096;-74.4649986
25053;25;CUNDINAMARCA;ARBELÁEZ;4.2726798;-74.4138217
25086;25;CUNDINAMARCA;BELTRÁN;4.7993086;-74.7408059
25095;25;CUNDINAMARCA;BITUIMA;4.8720675;-74.5392117
25099;25;CUNDINAMARCA;BOJACÁ;4.6879214;-74.3250022
25120;25;CUNDINAMARCA;CABRERA;3.9852044;-74.4843363
25123;25;CUNDINAMARCA;CACHIPAY;4.7310662;-74.4367577
25126;25;CUNDINAMARCA;CAJICÁ;4.9360114;-74.0321163
25148;25;CUNDINAMARCA;CAPARRAPÍ;5.3461338;-74.4916464
25151;25;CUNDINAMARCA;CÁQUEZA;4.4057096;-73.9459215
25154;25;CUNDINAMARCA;CARMEN DE CARUPA;5.3366152;-73.9223268
25168;25;CUNDINAMARCA;CHAGUANÍ;4.9496796;-74.5947984
25175;25;CUNDINAMARCA;CHÍA;4.8660334;-74.0306281
25178;25;CUNDINAMARCA;CHIPAQUE;4.4070793;-74.0697039
25181;25;CUNDINAMARCA;CHOACHÍ;4.5822005;-73.9137287
25183;25;CUNDINAMARCA;CHOCONTÁ;5.1459409;-73.6839512
25200;25;CUNDINAMARCA;COGUA;5.1085204;-73.9599328
25214;25;CUNDINAMARCA;COTA;4.8083869;-74.1036768
25224;25;CUNDINAMARCA;CUCUNUBÁ;5.2316116;-73.7567465
25245;25;CUNDINAMARCA;EL COLEGIO;4.5802618;-74.442374
25258;25;CUNDINAMARCA;EL PEÑÓN;5.2659174;-74.2932066
25260;25;CUNDINAMARCA;EL ROSAL;4.884139;-74.2362991
25269;25;CUNDINAMARCA;FACATATIVÁ;4.8097276;-74.3541838
25279;25;CUNDINAMARCA;FÓMEQUE;4.4871105;-73.8935278
25281;25;CUNDINAMARCA;FOSCA;4.3389335;-73.9385092
25286;25;CUNDINAMARCA;FUNZA;4.7177471;-74.2031547
25288;25;CUNDINAMARCA;FÚQUENE;5.4083822;-73.7733941
25290;25;CUNDINAMARCA;FUSAGASUGÁ;4.3449509;-74.3674249
25293;25;CUNDINAMARCA;GACHALÁ;4.6642049;-73.4911605
25295;25;CUNDINAMARCA;GACHANCIPÁ;4.9920291;-73.8721107
25297;25;CUNDINAMARCA;GACHETÁ;4.8703697;-73.6200143
25299;25;CUNDINAMARCA;GAMA;4.7275587;-73.6036607
25307;25;CUNDINAMARCA;GIRARDOT;4.3046383;-74.8030739
25312;25;CUNDINAMARCA;GRANADA;4.5202808;-74.3520944
25317;25;CUNDINAMARCA;GUACHETÁ;5.3912899;-73.6709806
25320;25;CUNDINAMARCA;GUADUAS;5.0674669;-74.5950774
25322;25;CUNDINAMARCA;GUASCA;4.8664391;-73.8776944
25324;25;CUNDINAMARCA;GUATAQUÍ;4.5181995;-74.7899996
25326;25;CUNDINAMARCA;GUATAVITA;4.9043435;-73.7799505
25328;25;CUNDINAMARCA;GUAYABAL DE SÍQUIMA;4.8782654;-74.4675635
25335;25;CUNDINAMARCA;GUAYABETAL;4.2163422;-73.8153965
25339;25;CUNDINAMARCA;GUTIÉRREZ;4.1661933;-74.0276385
25368;25;CUNDINAMARCA;JERUSALÉN;4.5623901;-74.6942067
25372;25;CUNDINAMARCA;JUNÍN;4.6899529;-73.7133847
25377;25;CUNDINAMARCA;LA CALERA;4.7068245;-73.9320846
25386;25;CUNDINAMARCA;LA MESA;4.6323002;-74.4633989
25394;25;CUNDINAMARCA;LA PALMA;5.3606208;-74.3905123
25398;25;CUNDINAMARCA;LA PEÑA;5.1976554;-74.3941494
25402;25;CUNDINAMARCA;LA VEGA;4.9997123;-74.3395223
25407;25;CUNDINAMARCA;LENGUAZAQUE;5.3026458;-73.6923453
25426;25;CUNDINAMARCA;MACHETÁ;5.0408099;-73.6084047
25430;25;CUNDINAMARCA;MADRID;4.736726;-74.2654685
25436;25;CUNDINAMARCA;MANTA;4.9946631;-73.5509364
25438;25;CUNDINAMARCA;MEDINA;4.510562;-73.3507441
25473;25;CUNDINAMARCA;MOSQUERA;4.7002001;-74.2385058
25483;25;CUNDINAMARCA;NARIÑO;4.3981229;-74.8279301
25486;25;CUNDINAMARCA;NEMOCÓN;5.0972332;-73.8747341
25488;25;CUNDINAMARCA;NILO;4.3065906;-74.6197608
25489;25;CUNDINAMARCA;NIMAIMA;5.125392;-74.3853502
25491;25;CUNDINAMARCA;NOCAIMA;5.0697674;-74.3775222
25506;25;CUNDINAMARCA;VENECIA;4.0889462;-74.4784456
25513;25;CUNDINAMARCA;PACHO;5.1301473;-74.1583128
25518;25;CUNDINAMARCA;PAIME;5.3708048;-74.1528181
25524;25;CUNDINAMARCA;PANDI;4.192251;-74.4860101
25530;25;CUNDINAMARCA;PARATEBUENO;4.3765197;-73.2125493
25535;25;CUNDINAMARCA;PASCA;4.3078299;-74.3001795
25572;25;CUNDINAMARCA;PUERTO SALGAR;5.4636898;-74.6501244
25580;25;CUNDINAMARCA;PULÍ;4.6809255;-74.7135542
25592;25;CUNDINAMARCA;QUEBRADANEGRA;5.117231;-74.4793643
25594;25;CUNDINAMARCA;QUETAME;4.3300288;-73.8497961
25596;25;CUNDINAMARCA;QUIPILE;4.7112737;-74.5493679
25599;25;CUNDINAMARCA;APULO;4.520545;-74.5938265
25612;25;CUNDINAMARCA;RICAURTE;4.2777357;-74.7718165
25645;25;CUNDINAMARCA;SAN ANTONIO DEL TEQUENDAMA;4.6161374;-74.351691
25649;25;CUNDINAMARCA;SAN BERNARDO;4.1782821;-74.4222732
25653;25;CUNDINAMARCA;SAN CAYETANO;5.3330507;-74.066783
25658;25;CUNDINAMARCA;SAN FRANCISCO;4.953252;-74.264573
25662;25;CUNDINAMARCA;SAN JUAN DE RIOSECO;4.8455155;-74.6225366
25718;25;CUNDINAMARCA;SASAIMA;4.9645773;-74.4331151
25736;25;CUNDINAMARCA;SESQUILÉ;5.0447672;-73.7955533
25740;25;CUNDINAMARCA;SIBATÉ;4.4660058;-74.262724
25743;25;CUNDINAMARCA;SILVANIA;4.4048536;-74.3872407
25745;25;CUNDINAMARCA;SIMIJACA;5.5152751;-73.8376865
25754;25;CUNDINAMARCA;SOACHA;4.5826886;-74.2117781
25758;25;CUNDINAMARCA;SOPÓ;4.9079158;-73.9402326
25769;25;CUNDINAMARCA;SUBACHOQUE;4.9659026;-74.1668581
25772;25;CUNDINAMARCA;SUESCA;5.1033413;-73.7990059
25777;25;CUNDINAMARCA;SUPATÁ;5.0572349;-74.2322706
25779;25;CUNDINAMARCA;SUSA;5.4387942;-73.839607
25781;25;CUNDINAMARCA;SUTATAUSA;5.2377338;-73.8549404
25785;25;CUNDINAMARCA;TABIO;4.9523895;-74.0790067
25793;25;CUNDINAMARCA;TAUSA;5.1949265;-73.9563076
25797;25;CUNDINAMARCA;TENA;4.6465802;-74.4007804
25799;25;CUNDINAMARCA;TENJO;4.8274537;-74.1529851
25805;25;CUNDINAMARCA;TIBACUY;4.3476755;-74.45273
25807;25;CUNDINAMARCA;TIBIRITA;5.0835428;-73.5165105
25815;25;CUNDINAMARCA;TOCAIMA;4.4579274;-74.6342234
25817;25;CUNDINAMARCA;TOCANCIPÁ;4.97371;-73.9211798
25823;25;CUNDINAMARCA;TOPAIPÍ;5.3353896;-74.3026812
25839;25;CUNDINAMARCA;UBALÁ;4.745638;-73.5329786
25841;25;CUNDINAMARCA;UBAQUE;4.501443;-73.9710295
25843;25;CUNDINAMARCA;VILLA DE SAN DIEGO DE UBATÉ;;
25845;25;CUNDINAMARCA;UNE;4.2982261;-74.0778924
25851;25;CUNDINAMARCA;ÚTICA;5.1879202;-74.4814775
25862;25;CUNDINAMARCA;VERGARA;5.1183756;-74.3451863
25867;25;CUNDINAMARCA;VIANÍ;4.87426;-74.5624055
25871;25;CUNDINAMARCA;VILLAGÓMEZ;5.2731679;-74.1951778
25873;25;CUNDINAMARCA;VILLAPINZÓN;5.2215207;-73.58989
25875;25;CUNDINAMARCA;VILLETA;5.0112575;-74.4702304
25878;25;CUNDINAMARCA;VIOTÁ;4.4388882;-74.5233576
25885;25;CUNDINAMARCA;YACOPÍ;5.4587905;-74.3376099
25898;25;CUNDINAMARCA;ZIPACÓN;4.7527665;-74.3795688
25899;25;CUNDINAMARCA;ZIPAQUIRÁ;5.0234748;-74.0039818
27001;27;CHOCÓ;QUIBDÓ;5.6912838;-76.6531337
27006;27;CHOCÓ;ACANDÍ;8.5115155;-77.2790562
27025;27;CHOCÓ;ALTO BAUDÓ;5.6659771;-77.079633
27050;27;CHOCÓ;ATRATO;5.5474741;-76.6420872
27073;27;CHOCÓ;BAGADÓ;5.4116935;-76.4159671
27075;27;CHOCÓ;BAHÍA SOLANO;6.2245644;-77.4034389
27077;27;CHOCÓ;BAJO BAUDÓ;5.0018176;-77.1580453
27099;27;CHOCÓ;BOJAYÁ;6.4417196;-77.0545721
27150;27;CHOCÓ;CARMEN DEL DARIÉN;7.0404791;-76.920595
27205;27;CHOCÓ;CONDOTO;5.09568;-76.5114837
27245;27;CHOCÓ;EL CARMEN DE ATRATO;5.8389066;-76.2084203
27250;27;CHOCÓ;EL LITORAL DEL SAN JUAN;4.2690022;-76.9866315
27361;27;CHOCÓ;ISTMINA;5.1593099;-76.685528
27372;27;CHOCÓ;JURADÓ;7.1031695;-77.7623252
27413;27;CHOCÓ;LLORÓ;5.5844842;-76.3725649
27491;27;CHOCÓ;NÓVITA;4.842978;-76.6445335
27493;27;CHOCÓ;NUEVO BELÉN DE BAJIRÁ;7.3721598;-76.7145927
27495;27;CHOCÓ;NUQUÍ;5.707435;-77.2710963
27580;27;CHOCÓ;RÍO IRÓ;5.1853204;-76.4720948
27615;27;CHOCÓ;RIOSUCIO;7.4365576;-77.1122594
27660;27;CHOCÓ;SAN JOSÉ DEL PALMAR;4.8950096;-76.2350277
27787;27;CHOCÓ;TADÓ;5.263378;-76.5621239
27800;27;CHOCÓ;UNGUÍA;8.0412373;-77.0933751
41001;41;HUILA;NEIVA;2.9257038;-75.2893937
41006;41;HUILA;ACEVEDO;1.8070452;-75.888501
41013;41;HUILA;AGRADO;2.2632959;-75.7150037
41016;41;HUILA;AIPE;3.2223559;-75.239962
41020;41;HUILA;ALGECIRAS;2.5046806;-75.3039481
41026;41;HUILA;ALTAMIRA;2.0823259;-75.7754794
41078;41;HUILA;BARAYA;3.0892735;-74.944835
41132;41;HUILA;CAMPOALEGRE;2.6851032;-75.3263227
41206;41;HUILA;COLOMBIA;3.3758991;-74.8019303
41244;41;HUILA;ELÍAS;2.0136193;-75.9392336
41298;41;HUILA;GARZÓN;2.1960126;-75.6274845
41306;41;HUILA;GIGANTE;2.3948453;-75.5269239
41319;41;HUILA;GUADALUPE;2.0248785;-75.7564049
41349;41;HUILA;HOBO;2.5811045;-75.4494997
41357;41;HUILA;ÍQUIRA;2.6499277;-75.6352082
41359;41;HUILA;ISNOS;1.9301058;-76.2150064
41378;41;HUILA;LA ARGENTINA;2.1985723;-75.9791154
41396;41;HUILA;LA PLATA;2.3894154;-75.8926236
41483;41;HUILA;NÁTAGA;2.5769586;-75.7951201
41503;41;HUILA;OPORAPA;2.0235756;-75.995126
41518;41;HUILA;PAICOL;2.4487125;-75.7747485
41524;41;HUILA;PALERMO;2.8896962;-75.4346589
41530;41;HUILA;PALESTINA;1.7229505;-76.1311882
41548;41;HUILA;PITAL;2.2574692;-75.8339699
41551;41;HUILA;PITALITO;1.8447122;-76.0456886
41615;41;HUILA;RIVERA;2.7776396;-75.2572183
41660;41;HUILA;SALADOBLANCO;1.993142;-76.0450355
41668;41;HUILA;SAN AGUSTÍN;1.882076;-76.2728979
41676;41;HUILA;SANTA MARÍA;2.9374927;-75.5867503
41770;41;HUILA;SUAZA;1.9772874;-75.7946272
41791;41;HUILA;TARQUI;2.1136893;-75.8251742
41797;41;HUILA;TESALIA;2.4855806;-75.7273303
41799;41;HUILA;TELLO;3.067211;-75.1392845
41801;41;HUILA;TERUEL;2.7416333;-75.5683448
41807;41;HUILA;TIMANÁ;1.9501689;-75.9265797
41872;41;HUILA;VILLAVIEJA;3.2195402;-75.2190257
41885;41;HUILA;YAGUARÁ;2.6628774;-75.516008
44001;44;LA GUAJIRA;RIOHACHA;11.2361913;-72.8820456
44035;44;LA GUAJIRA;ALBANIA;11.1577716;-72.5992388
44078;44;LA GUAJIRA;BARRANCAS;10.9541684;-72.7888637
44090;44;LA GUAJIRA;DIBULLA;11.2722465;-73.3114396
44098;44;LA GUAJIRA;DISTRACCIÓN;10.9118556;-72.9451254
44110;44;LA GUAJIRA;EL MOLINO;10.6284107;-72.8730932
44279;44;LA GUAJIRA;FONSECA;10.7773005;-72.7985609
44378;44;LA GUAJIRA;HATONUEVO;11.0675576;-72.7600808
44420;44;LA GUAJIRA;LA JAGUA DEL PILAR;10.5102023;-73.0709956
44430;44;LA GUAJIRA;MAICAO;11.3773054;-72.2387633
44560;44;LA GUAJIRA;MANAURE;11.7771128;-72.4469366
44650;44;LA GUAJIRA;SAN JUAN DEL CESAR;10.7735312;-73.0019165
44847;44;LA GUAJIRA;URIBIA;11.7148608;-72.265783
44855;44;LA GUAJIRA;URUMITA;10.5555676;-73.012513
44874;44;LA GUAJIRA;VILLANUEVA;10.5909279;-72.9924063
47001;47;MAGDALENA;SANTA MARTA;11.2320944;-74.1950916
47030;47;MAGDALENA;ALGARROBO;10.1914131;-74.0618168
47053;47;MAGDALENA;ARACATACA;10.5906011;-74.1876803
47058;47;MAGDALENA;ARIGUANÍ;9.8005467;-74.0599546
47161;47;MAGDALENA;CERRO DE SAN ANTONIO;10.3269546;-74.8690124
47170;47;MAGDALENA;CHIVOLO;10.0269357;-74.6208028
47189;47;MAGDALENA;CIÉNAGA;11.0107899;-74.2516386
47205;47;MAGDALENA;CONCORDIA;10.2588096;-74.8341063
47245;47;MAGDALENA;EL BANCO;9.0049173;-73.9738472
47258;47;MAGDALENA;EL PIÑÓN;10.4042864;-74.8243075
47268;47;MAGDALENA;EL RETÉN;10.612076;-74.2695268
47288;47;MAGDALENA;FUNDACIÓN;10.5155669;-74.1901088
47318;47;MAGDALENA;GUAMAL;9.144026;-74.2236605
47460;47;MAGDALENA;NUEVA GRANADA;9.8018198;-74.3923786
47541;47;MAGDALENA;PEDRAZA;10.1901696;-74.9141714
47545;47;MAGDALENA;PIJIÑO DEL CARMEN;9.3304217;-74.4535166
47551;47;MAGDALENA;PIVIJAY;10.4654031;-74.6169599
47555;47;MAGDALENA;PLATO;9.7904163;-74.7820016
47570;47;MAGDALENA;PUEBLOVIEJO;10.8321869;-74.3681025
47605;47;MAGDALENA;REMOLINO;10.7020154;-74.7170111
47660;47;MAGDALENA;SABANAS DE SAN ÁNGEL;10.1321799;-74.2533999
47675;47;MAGDALENA;SALAMINA;10.4902585;-74.7937782
47692;47;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;9.2397583;-74.3515536
47703;47;MAGDALENA;SAN ZENÓN;9.3550021;-74.2763193
47707;47;MAGDALENA;SANTA ANA;9.3229035;-74.5696573
47720;47;MAGDALENA;SANTA BÁRBARA DE PINTO;9.4316572;-74.70475
47745;47;MAGDALENA;SITIONUEVO;10.7770014;-74.7206038
47798;47;MAGDALENA;TENERIFE;9.9003487;-74.8589973
47960;47;MAGDALENA;ZAPAYÁN;10.1368138;-74.6873006
47980;47;MAGDALENA;ZONA BANANERA;10.7968092;-74.1807898
50001;50;META;VILLAVICENCIO;4.1114595;-73.4967836
50006;50;META;ACACÍAS;3.9887317;-73.767432
50110;50;META;BARRANCA DE UPÍA;4.5707393;-72.963415
50124;50;META;CABUYARO;4.3129278;-72.9287992
50150;50;META;CASTILLA LA NUEVA;3.8275343;-73.6892805
50223;50;META;CUBARRAL;3.7943159;-73.8390382
50226;50;META;CUMARAL;4.2711674;-73.4877694
50245;50;META;EL CALVARIO;4.3518203;-73.7146617
50251;50;META;EL CASTILLO;3.5647959;-73.7942913
50270;50;META;EL DORADO;3.7393505;-73.8350537
50287;50;META;FUENTE DE ORO;3.4639497;-73.6213964
50313;50;META;GRANADA;3.548259;-73.7051174
50318;50;META;GUAMAL;3.8772676;-73.770142
50325;50;META;MAPIRIPÁN;2.8933959;-72.132043
50330;50;META;MESETAS;3.3840276;-74.0438661
50350;50;META;LA MACARENA;2.1833828;-73.7857879
50370;50;META;URIBE;3.2413296;-74.3510657
50400;50;META;LEJANÍAS;3.5265098;-74.0226232
50450;50;META;PUERTO CONCORDIA;2.7730746;-72.6862902
50568;50;META;PUERTO GAITÁN;4.3120724;-72.0829509
50573;50;META;PUERTO LÓPEZ;4.085013;-72.9584671
50577;50;META;PUERTO LLERAS;3.2697276;-73.3756016
50590;50;META;PUERTO RICO;2.9402122;-73.2051337
50606;50;META;RESTREPO;4.2597265;-73.5654839
50680;50;META;SAN CARLOS DE GUAROA;3.835189;-73.2598441
50683;50;META;SAN JUAN DE ARAMA;3.3712076;-73.8721934
50686;50;META;SAN JUANITO;4.4585632;-73.6771583
50689;50;META;SAN MARTÍN;3.6943897;-73.6952914
50711;50;META;VISTAHERMOSA;3.1160709;-73.7446066
52001;52;NARIÑO;PASTO;1.2140275;-77.2785096
52019;52;NARIÑO;ALBÁN;1.4737301;-77.0647147
52022;52;NARIÑO;ALDANA;0.8822547;-77.7003164
52036;52;NARIÑO;ANCUYA;1.2615284;-77.5147482
52051;52;NARIÑO;ARBOLEDA;1.4846286;-77.121058
52083;52;NARIÑO;BELÉN;1.5961164;-77.0159361
52110;52;NARIÑO;BUESACO;1.384101;-77.156619
52203;52;NARIÑO;COLÓN;1.6310467;-77.0363205
52207;52;NARIÑO;CONSACÁ;1.2092969;-77.4267187
52210;52;NARIÑO;CONTADERO;0.9275026;-77.521693
52215;52;NARIÑO;CÓRDOBA;0.8540703;-77.5182592
52224;52;NARIÑO;CUASPUD CARLOSAMA;0.85;-77.733333
52227;52;NARIÑO;CUMBAL;0.9092082;-77.788906
52233;52;NARIÑO;CUMBITARA;1.6473621;-77.578094
52240;52;NARIÑO;CHACHAGÜÍ;1.360752;-77.2831744
52250;52;NARIÑO;EL CHARCO;2.4798209;-78.110793
52254;52;NARIÑO;EL PEÑOL;1.454125;-77.4396657
52256;52;NARIÑO;EL ROSARIO;1.7426237;-77.3349654
52258;52;NARIÑO;EL TABLÓN DE GÓMEZ;1.6377965;-76.9596243
52260;52;NARIÑO;EL TAMBO;1.4093115;-77.3923306
52287;52;NARIÑO;FUNES;0.9987301;-77.448542
52317;52;NARIÑO;GUACHUCAL;0.9573434;-77.7333581
52320;52;NARIÑO;GUAITARILLA;1.1305245;-77.5483421
52323;52;NARIÑO;GUALMATÁN;0.9200211;-77.5661383
52352;52;NARIÑO;ILES;0.9698295;-77.5201636
52354;52;NARIÑO;IMUÉS;1.0693749;-77.504296
52356;52;NARIÑO;IPIALES;0.8236501;-77.6348556
52378;52;NARIÑO;LA CRUZ;1.6003354;-76.9711667
52381;52;NARIÑO;LA FLORIDA;1.2986074;-77.4044845
52385;52;NARIÑO;LA LLANADA;1.472721;-77.5802015
52399;52;NARIÑO;LA UNIÓN;1.5989976;-77.1305999
52405;52;NARIÑO;LEIVA;1.9356061;-77.3068188
52411;52;NARIÑO;LINARES;1.3516458;-77.5235169
52418;52;NARIÑO;LOS ANDES;1.4932789;-77.5210552
52435;52;NARIÑO;MALLAMA;1.1889966;-77.8705652
52473;52;NARIÑO;MOSQUERA;2.507865;-78.4516461
52480;52;NARIÑO;NARIÑO;1.2906755;-77.3578572
52490;52;NARIÑO;OLAYA HERRERA;2.348495;-78.3267125
52506;52;NARIÑO;OSPINA;1.0586533;-77.5656698
52520;52;NARIÑO;FRANCISCO PIZARRO;2.0865197;-78.597912
52540;52;NARIÑO;POLICARPA;1.6286636;-77.4594651
52560;52;NARIÑO;POTOSÍ;0.7340175;-77.4091765
52565;52;NARIÑO;PROVIDENCIA;1.2391932;-77.5973656
52573;52;NARIÑO;PUERRES;0.7996157;-77.2564469
52585;52;NARIÑO;PUPIALES;0.8707969;-77.6419358
52612;52;NARIÑO;RICAURTE;1.213249;-77.9945007
52678;52;NARIÑO;SAMANIEGO;1.3389525;-77.5933795
52683;52;NARIÑO;SANDONÁ;1.2863843;-77.4710722
52685;52;NARIÑO;SAN BERNARDO;1.5158752;-77.0457718
52687;52;NARIÑO;SAN LORENZO;1.5031548;-77.2153366
52693;52;NARIÑO;SAN PABLO;1.6788623;-76.989174
52694;52;NARIÑO;SAN PEDRO DE CARTAGO;1.5524899;-77.1200173
52696;52;NARIÑO;SANTA BÁRBARA;2.3242097;-77.9273143
52699;52;NARIÑO;SANTACRUZ;1.2226827;-77.6769685
52720;52;NARIÑO;SAPUYES;1.0418207;-77.7062802
52786;52;NARIÑO;TAMINANGO;1.5696216;-77.2772963
52788;52;NARIÑO;TANGUA;1.0944024;-77.3948049
52835;52;NARIÑO;SAN ANDRÉS DE TUMACO;1.8062887;-78.7649814
52838;52;NARIÑO;TÚQUERRES;1.0877024;-77.6188242
52885;52;NARIÑO;YACUANQUER;1.1222843;-77.4291925
54001;54;NORTE DE SANTANDER;CÚCUTA;8.0776187;-72.4689002
54003;54;NORTE DE SANTANDER;ÁBREGO;8.0818887;-73.2208717
54051;54;NORTE DE SANTANDER;ARBOLEDAS;7.6707185;-72.7237135
54099;54;NORTE DE SANTANDER;BOCHALEMA;7.61236;-72.6471433
54109;54;NORTE DE SANTANDER;BUCARASICA;8.0394871;-72.8669475
54125;54;NORTE DE SANTANDER;CÁCOTA;7.2684542;-72.6419655
54128;54;NORTE DE SANTANDER;CÁCHIRA;7.7419001;-73.0485225
54172;54;NORTE DE SANTANDER;CHINÁCOTA;7.6084113;-72.6002682
54174;54;NORTE DE SANTANDER;CHITAGÁ;7.1381899;-72.6647954
54206;54;NORTE DE SANTANDER;CONVENCIÓN;8.4662543;-73.3362193
54223;54;NORTE DE SANTANDER;CUCUTILLA;7.539501;-72.77276
54239;54;NORTE DE SANTANDER;DURANIA;7.7141729;-72.6566936
54245;54;NORTE DE SANTANDER;EL CARMEN;8.1685107;-72.8110286
54250;54;NORTE DE SANTANDER;EL TARRA;8.6145368;-73.0330358
54261;54;NORTE DE SANTANDER;EL ZULIA;8.0954887;-72.6463775
54313;54;NORTE DE SANTANDER;GRAMALOTE;7.9155235;-72.7865971
54344;54;NORTE DE SANTANDER;HACARÍ;8.3208498;-73.1453266
54347;54;NORTE DE SANTANDER;HERRÁN;7.5068955;-72.4831948
54377;54;NORTE DE SANTANDER;LABATECA;7.2990588;-72.4957735
54385;54;NORTE DE SANTANDER;LA ESPERANZA;7.6957401;-73.3547071
54398;54;NORTE DE SANTANDER;LA PLAYA;8.2670915;-72.757907
54405;54;NORTE DE SANTANDER;LOS PATIOS;7.8342202;-72.5059128
54418;54;NORTE DE SANTANDER;LOURDES;7.9443819;-72.8334804
54480;54;NORTE DE SANTANDER;MUTISCUA;7.3009393;-72.7467237
54498;54;NORTE DE SANTANDER;OCAÑA;8.2354064;-73.3538495
54518;54;NORTE DE SANTANDER;PAMPLONA;7.3763807;-72.6482628
54520;54;NORTE DE SANTANDER;PAMPLONITA;7.437016;-72.6380198
54553;54;NORTE DE SANTANDER;PUERTO SANTANDER;8.3546568;-72.4145867
54599;54;NORTE DE SANTANDER;RAGONVALIA;7.5778992;-72.4765555
54660;54;NORTE DE SANTANDER;SALAZAR;7.7849895;-72.8446028
54670;54;NORTE DE SANTANDER;SAN CALIXTO;8.4028985;-73.2075592
54673;54;NORTE DE SANTANDER;SAN CAYETANO;7.8333533;-72.6101805
